Instance,VBS_Prediction
71,0.8518490859344449
129,0.8093980962184868
22,0.8472166792344566
183,0.830754723522664
429,0.8287585693800511
64,0.8406109559144267
481,0.8504219556501414
241,0.8559585362434281
281,0.843317072693993
84,0.8565600411387085
161,0.8550656780847524
103,0.8476823990042449
209,0.843804068321542
206,0.8681677756869034
244,0.8501158218962839
336,0.8660625682105989
331,0.8500719414591634
0,0.8535992140881826
261,0.8674531328807715
504,0.8464749856091268
407,0.8544610780769066
440,0.8583255435943662
230,0.8568615458605819
430,0.859910208420275
A,0.8659654859523057
357,0.8624381165221089
202,0.8434105030780469
345,0.856324853008462
232,0.8467612345797183
127,0.8589338351826118
20,0.8445546656273654
387,0.8491691331538447
67,0.8564324842448262
502,0.8518240976973301
94,0.8485737710867158
74,0.850441402903996
23,0.8563003576129815
156,0.8472381499725624
394,0.8496616074350405
121,0.8586208486414015
242,0.8471829908052801
80,0.8543481433864596
11,0.8488347488962441
59,0.850329865372673
179,0.8559844994241851
427,0.8530270668265963
340,0.8518365480767308
137,0.8521479056087372
366,0.8523644457978844
322,0.8530591667396697
81,0.8486847256669883
237,0.8610343374775866
69,0.8516756217924984
239,0.848348142421664
497,0.8469576335859879
496,0.8570815910233985
