Instance,AS_Prediction
71,0.866075165145266
129,0.8388616939807085
22,0.8599856381296305
183,0.8270267632728046
429,0.8374509467507565
64,0.8441995403381299
481,0.8530193323129267
241,0.846593764016251
281,0.8523071333218174
84,0.854888659224473
161,0.8439071555475515
103,0.8480918528758885
209,0.8453121058420884
206,0.8513492296001668
244,0.8621149731961697
336,0.849623705071896
331,0.8457518433548005
0,0.8503261843188372
261,0.8634381794452238
504,0.8627264324232792
407,0.8597072254230413
440,0.851912850063246
230,0.8497102851587677
430,0.8613291959662024
A,0.8507661557981478
357,0.8533089755404828
202,0.845419914690813
345,0.8567434763954523
232,0.849076225959196
127,0.8485463697039657
20,0.8509015886212721
387,0.8455599147743268
67,0.8422067254660428
502,0.8419648545438975
94,0.8556026854698642
74,0.8507304878568202
23,0.8513466255442584
156,0.8595757090619766
394,0.8613252582353732
121,0.8519963585938471
242,0.8375907868835719
80,0.8539525145777753
11,0.8595404716360915
59,0.8509117008804377
179,0.8584631453386388
427,0.856316722632924
340,0.8561912607616313
137,0.8482684217746151
366,0.8522334239432303
322,0.8481108773010437
81,0.8461038295274441
237,0.8615985233225922
69,0.8558221596423674
239,0.8477874711680979
497,0.8331615317534817
496,0.8475167849556687
