Instance,AS_Prediction
71,0.8194272751295004
129,0.7349202760339001
22,0.7009533387874999
183,0.8788953978636351
429,0.7897814111229501
64,0.79125698894075
481,0.7948617235803499
241,0.8035583514423495
281,0.8035106184695002
84,0.7984210881256001
161,0.8040113013999499
103,0.79290084680075
209,0.7977165878411003
206,0.8021568591964001
244,0.7905573020304001
336,0.8100756831327998
331,0.7798917506472003
0,0.7916960045730002
261,0.7988508669833999
504,0.78970901206265
407,0.7959111937146
440,0.8106067895753499
230,0.8021438794483999
430,0.7945721889225003
A,0.7971591984705502
357,0.8052076938614499
202,0.79976768605665
345,0.79196564558625
232,0.7977779969445499
127,0.8051381485864003
20,0.7995710580771501
387,0.7740759440829497
67,0.8075371550302005
502,0.7977889597129
94,0.7956372514132499
74,0.7946737077123497
23,0.80460207084705
156,0.7990047129168503
394,0.7997605664638499
121,0.7946318900763002
242,0.7936537025928999
80,0.7841082519585
11,0.8020728035131001
59,0.7794964887158499
179,0.7942327137504
427,0.7938184908108004
340,0.7930077163982004
137,0.7957633723506002
366,0.7907686237210002
322,0.7984174370696994
81,0.8014987592196001
237,0.80218132296315
69,0.7936343932614505
239,0.7929393489208999
497,0.8085649469162994
