Instance,VBS_Prediction
71,0.8106696460480001
129,0.7431959370839993
22,0.6803089038782487
183,0.8532219403899997
429,0.7903548670804499
64,0.7847453456055998
481,0.80389887278195
241,0.7915721366427496
281,0.8067436136101003
84,0.7939745683795502
161,0.7927074201394
103,0.7940522370036498
209,0.79010776987255
206,0.8035435884225499
244,0.8065480440882002
336,0.7969549607282502
331,0.7946825956503001
0,0.7898042333815002
261,0.8042912797125499
504,0.7975954253926999
407,0.79491553143485
440,0.8020772779705503
230,0.7968938323854001
430,0.7835937956962998
A,0.7936749437560998
357,0.8037549188915005
202,0.7978633635912
345,0.7908748022181501
232,0.7965443889478496
127,0.7925173231896
20,0.7956355141928
387,0.7941074028004995
67,0.8058488171305999
502,0.7962422617197501
94,0.79573431743125
74,0.7960988454949994
23,0.8012490056392497
156,0.7905105085427002
394,0.8010301222907497
121,0.7983506986815497
242,0.79418570868265
80,0.7982853642499502
11,0.7914127655953002
59,0.8023341163731
179,0.7914387178272502
427,0.79840451091235
340,0.7951560324402
137,0.8022341788688999
366,0.7988696521271499
322,0.7992316183058997
81,0.80542868530885
237,0.7899304646231
69,0.7956116954901501
239,0.80121513664055
497,0.7954000685377999
