Instance,VBS_Prediction
71,0.8185540761889998
129,0.7348636279567994
22,0.6960228425835487
183,0.8587476680239996
429,0.7914099539942498
64,0.7946024961313501
481,0.8009624962856
241,0.7883445792764999
281,0.79941296805425
84,0.7991980342380502
161,0.8171714662041499
103,0.7987840273115497
209,0.7921068031928498
206,0.7912991774784001
244,0.8003852783278498
336,0.8034744040206
331,0.7892809040496498
0,0.7895484953113503
261,0.7992834682091997
504,0.7861915455599002
407,0.7903475225767502
440,0.7923154748292999
230,0.7862884647373002
430,0.8012532393772506
A,0.7982273976478002
357,0.79052414738835
202,0.8015689688067001
345,0.7873073267357005
232,0.8006026992537002
127,0.8050766191898998
20,0.7961943983368001
387,0.7928775154738998
67,0.8203051276141505
502,0.8063149190705496
94,0.8057756035562998
74,0.7987826456505502
23,0.7931236712338503
156,0.8043436338304502
394,0.7999135931852002
121,0.7926630601234502
242,0.8019641180376001
80,0.793322791869
11,0.8018803293796498
59,0.7872223427529497
179,0.7959512895216498
427,0.79254687475075
340,0.8011673032646501
137,0.7964788930337999
366,0.7830749294923999
322,0.7937801779542001
81,0.7921897949612002
237,0.7963493905571001
69,0.7813010550539505
239,0.79548219394475
497,0.7969805144233
