Instance,AS_Prediction
71,0.8081654416870007
129,0.7323548410241001
22,0.6904864083860996
183,0.8796123266290895
429,0.8106244798683497
64,0.7883664278687
481,0.79789089091275
241,0.7929564137402
281,0.7990840728555496
84,0.7965254049231503
161,0.7906683551296494
103,0.7942427272799004
209,0.7948034027151999
206,0.8043309930337001
244,0.8045503248671503
336,0.8040978470328506
331,0.7909061212509003
0,0.7845651290982505
261,0.8044827743824999
504,0.7852651538529001
407,0.79085256547895
440,0.7921448925003499
230,0.7936135781192
430,0.8036948017129002
A,0.7959072109485003
357,0.7947392756604001
202,0.8002661287431997
345,0.8066606425168499
232,0.802327003269
127,0.7929485935016
20,0.7982086084050001
387,0.7960375528827502
67,0.7959109781404498
502,0.80056012002065
94,0.7941387574354999
74,0.8008674132759499
23,0.8014720653115498
156,0.7984375765229504
394,0.8064172911898999
121,0.7996685066969
242,0.7900501309575496
80,0.7993304194286999
11,0.8085119524540496
59,0.7972014600830504
179,0.7910131485112001
427,0.7933848086958999
340,0.7853366884988001
137,0.7871962851757001
366,0.7890011161957005
322,0.8024180298859
81,0.7979380736273999
237,0.8006862487351997
69,0.78963151003315
239,0.7915313130120499
497,0.7965605384973999
