Instance,AS_Prediction
71,0.8680882407508258
129,0.8416831596872427
22,0.8589981581003677
183,0.8232345612079341
429,0.835224905815994
64,0.8561570409102758
481,0.8415888282739045
241,0.8591749249617461
281,0.851298912383648
84,0.866062323712024
161,0.8547327432083803
103,0.8492976811946015
209,0.8636854870292491
206,0.8646569290700283
244,0.8468977790265758
336,0.8515574551306975
331,0.8481900959781166
0,0.8502550876664398
261,0.862106583709406
504,0.8449041433699914
407,0.857541112622482
440,0.8619122775882313
230,0.8502903257839342
430,0.8557180566683477
A,0.8457806238182326
357,0.8507778963216045
202,0.8418021426227033
345,0.8673932319573039
232,0.8512421851163287
127,0.8477233759807957
20,0.8629216756249124
387,0.8575830110334928
67,0.8434810334658269
502,0.8579869463712773
94,0.8485933929012097
74,0.8382711573342803
23,0.8539577881706305
156,0.8628922596405043
394,0.8489222609304897
121,0.8362005426064453
242,0.8520107217117956
80,0.8630677973301276
11,0.8478379641471625
59,0.8453457657741503
179,0.8595660142998632
427,0.8530864294320412
340,0.862060517074006
137,0.8496962113916529
366,0.8551703924612533
322,0.8472238546915953
81,0.8661135601491603
237,0.8499378516960766
69,0.853920526637835
239,0.8542979262690341
497,0.8497496701234541
496,0.8406265625588092
