Instance,AS_Prediction
71,0.7170478753084393
129,0.7543836055460689
22,0.6918458742059203
183,0.7617033292235068
429,0.6485428753239785
64,0.6497714327526015
481,0.7563324800921827
241,0.7664302514912937
281,0.7354567954537078
84,0.7684349775151995
161,0.8048665584074978
103,0.6181514367049875
209,0.6437718219572713
206,0.6106660596661239
244,0.6434181319443995
336,0.6388305176616784
331,0.6226027102523348
0,0.6335421814760327
261,0.6365431198199699
504,0.6276048636847033
407,0.6151260469931316
440,0.6350212673922436
230,0.6284044250101164
430,0.6333672422666327
A,0.6012628031830514
357,0.6232631869721397
202,0.6250088741696874
345,0.6280128269354139
232,0.6346115430099012
127,0.6296163867232677
20,0.6346588331936119
387,0.6303756697976904
67,0.637154873654966
502,0.6189899250758958
94,0.6491324605285043
74,0.6274909536054251
23,0.6289159379121351
156,0.6207316935123663
394,0.6417404709204714
121,0.6129098598946802
242,0.6252888481505875
80,0.6269486167731995
11,0.6283984481951403
59,0.6223120411867241
179,0.6335815703563946
427,0.6368510182360788
340,0.6194555048848067
137,0.6146761554660126
366,0.6296542815625531
322,0.6193142871962748
81,0.6322417162697613
237,0.6202013186718343
69,0.6349082664576542
239,0.6297331848613549
497,0.6376768365290206
496,0.6341728960121715
92,0.6328442297145074
168,0.645555175044415
14,0.6251413430973574
367,0.642341436752842
247,0.6158795285370076
