Instance,VBS_Prediction
71,0.8198539223804999
129,0.7190057616669995
22,0.7092928483565488
183,0.8563794990379995
429,0.79710132225645
64,0.7755606229534499
481,0.7992052102334504
241,0.80911550268725
281,0.8019697118884502
84,0.79691338871455
161,0.79827318952285
103,0.7902878107875996
209,0.8072965301119497
206,0.8077043085381499
244,0.7825682106009499
336,0.7977538660374996
331,0.7998560936589003
0,0.7852807583167001
261,0.8021629902748502
504,0.7774041681571496
407,0.7860617266001995
440,0.7924553372522004
230,0.7862387117254999
430,0.7897886930191004
A,0.7959496070043004
357,0.7939251114810005
202,0.7997780308130501
345,0.7944858789717505
232,0.7960149749072003
127,0.797396044556
20,0.8022349809391501
387,0.7959352504541998
67,0.8102787901470003
502,0.80089858126315
94,0.79443702867785
74,0.7903263505382999
23,0.7911653484711998
156,0.7954557243960003
394,0.7897878576617502
121,0.7990407035473502
242,0.8063378219652502
80,0.8015907302946002
11,0.7966884471681996
59,0.8054233887459499
179,0.7947358816374499
427,0.7974866211731999
340,0.8076198338879002
137,0.8070286118265001
366,0.7974983304396001
322,0.8060632587318506
81,0.79872278761465
237,0.7843407306898
69,0.7977148024098497
239,0.7992183736479997
497,0.7997770228633001
