Instance,AS_Prediction
71,0.7203586365732381
129,0.7444364881967067
22,0.6969009790553905
183,0.758297192496383
429,0.6501506370086853
64,0.65530214881668
481,0.7488880430295006
241,0.7671676307084617
281,0.7168412704044381
84,0.7487926664800733
161,0.7966725743139136
103,0.6248127369969725
209,0.6343782719283224
206,0.644655902029418
244,0.6199797067674502
336,0.6353499040901947
331,0.6271656466664997
0,0.6492568502436933
261,0.644096479650264
504,0.6267718596751153
407,0.6303194498200819
440,0.6458781575710723
230,0.6282650356322459
430,0.6384009591645562
A,0.6360664653143681
357,0.6327539014199218
202,0.6277770614065653
345,0.6254163475998894
232,0.6303824084499968
127,0.6437389177110604
20,0.6445787668574142
387,0.6316055500944296
67,0.634578959205375
502,0.6392784359490397
94,0.6207041921401746
74,0.6322152122127914
23,0.6336669451631036
156,0.6206363825392723
394,0.6431987212154937
121,0.6295352870806568
242,0.6255442399472587
80,0.6209352486002843
11,0.6199458090411961
59,0.6426568432541135
179,0.6275892199110358
427,0.623849125115319
340,0.6217029140707311
137,0.6183622908512906
366,0.6186559138940421
322,0.627833370118791
81,0.6416061229216444
237,0.6438173121838521
69,0.6258331738328254
239,0.6412110662729941
497,0.6457749950369512
496,0.6182273582162224
92,0.6300175894499132
168,0.637070408449318
14,0.6318079732107794
367,0.610636589290965
247,0.6150670599752914
