Instance,AS_Prediction
71,0.8520166563304169
129,0.8386994683615749
22,0.8636375488515635
183,0.8133147413283863
429,0.8398571905690153
64,0.856360316863154
481,0.8578325636753924
241,0.869121654182201
281,0.8614413423629387
84,0.8473553898442056
161,0.8493542535837243
103,0.8533892017282787
209,0.8375556129881216
206,0.8538325371045755
244,0.8488130714657481
336,0.8489807150498271
331,0.846229771194442
0,0.841398140018664
261,0.8568273649665477
504,0.8603782305462693
407,0.8468172798276943
440,0.8539432669251794
230,0.8455170541184875
430,0.8500813477090776
A,0.8487016211528434
357,0.8468025158355073
202,0.8456785447848404
345,0.8604472341334093
232,0.8450025932544257
127,0.8482400876455738
20,0.8560858408573552
387,0.8579165239735395
67,0.8453570981490408
502,0.836873340633731
94,0.851125590060459
74,0.8622148031998133
23,0.8453542829332598
156,0.8486817299863475
394,0.8334092532052029
121,0.8494034974814927
242,0.8508690990013279
80,0.8491450269316236
11,0.84080865876799
59,0.8359673941064416
179,0.8624907813100886
427,0.8517773190591647
340,0.8624563733297034
137,0.8447915573330649
366,0.8459056223979603
322,0.8491560773669543
81,0.8627783138179224
237,0.8631117658098879
69,0.8527384464314541
239,0.8552876965760535
497,0.8443481763520814
496,0.8475461782075352
