Instance,AS_Prediction
71,0.8599866323660506
129,0.8380291906644173
22,0.8580875519201373
183,0.8185565031747863
429,0.8299318233913288
64,0.8509002994408125
481,0.8447817498452791
241,0.8511890313108995
281,0.8621252689124798
84,0.8459241468555113
161,0.8500879716881525
103,0.838704239143911
209,0.8505997836215059
206,0.8453196586969861
244,0.84602303398089
336,0.8631777549393895
331,0.834969712318455
0,0.8517826183247146
261,0.8568735571388747
504,0.8491654552358393
407,0.839072104685914
440,0.849109589233425
230,0.8571273510812876
430,0.8357267348132852
A,0.8412478678717028
357,0.8586531317252835
202,0.8474418277861152
345,0.8502748417263198
232,0.8450271374959208
127,0.8641731775025796
20,0.8455742694948779
387,0.8512027118807449
67,0.8451150303607778
502,0.8414327305818239
94,0.8471467347836917
74,0.8478015191234033
23,0.8603936929918976
156,0.8448995204086448
394,0.8611689507826348
121,0.8416820570719217
242,0.8453025198363906
80,0.8506895473658562
11,0.8658001271611018
59,0.8433488385271012
179,0.8619323778914566
427,0.8528424212157009
340,0.8588326340157942
137,0.8520240234537967
366,0.8443666326276801
322,0.8477051807891204
81,0.8499320511683187
237,0.8537917342511604
69,0.8559661079695189
239,0.843508992063573
497,0.8541890213284619
496,0.8523885276594815
