Instance,AS_Prediction
71,0.726001147367916
129,0.7379901511525838
22,0.6873479616065241
183,0.7574047938613228
429,0.666586633787254
64,0.6500781981817151
481,0.7478006777656385
241,0.7635606867029534
281,0.7358081771456646
84,0.7376551668526503
161,0.7899398379819402
103,0.629302291806587
209,0.6444819998872992
206,0.6321732334499811
244,0.629715641755401
336,0.6205549542857657
331,0.6352274141549908
0,0.6453342782018043
261,0.6269095708747524
504,0.6269201708991705
407,0.6214018892677452
440,0.6231366530210362
230,0.6275769127815011
430,0.6199182427617181
A,0.6374620087689141
357,0.6395520747658253
202,0.627389726469031
345,0.6311706635982351
232,0.6253092140713221
127,0.6252364114854116
20,0.6186158988071809
387,0.6281357785248065
67,0.6370567887295153
502,0.6322709643975125
94,0.6421102487213467
74,0.6245999141336982
23,0.625602612031448
156,0.627594559596037
394,0.633321444940458
121,0.6259828381787458
242,0.6172559895058898
80,0.613450126440457
11,0.6151125247910013
59,0.6203815917788756
179,0.6367989014027559
427,0.6329707636934705
340,0.6378646547723948
137,0.6410612946804628
366,0.6189301553453084
322,0.6282316155071384
81,0.623778204027804
237,0.6284749028397064
69,0.6397318971553605
239,0.6297944644655122
497,0.6444744789693396
496,0.6243924890394255
92,0.6178765954715011
168,0.6236334544905758
14,0.6298528614269213
367,0.633924057756264
247,0.6466314008865504
