Instance,AS_Prediction
71,0.8168570128480002
129,0.7423040137284002
22,0.6960296680683001
183,0.8778200047154532
429,0.8044900371584
64,0.8075306327632498
481,0.7988243132361501
241,0.7917469507163502
281,0.8036982530367004
84,0.8040707053412999
161,0.8009486096357499
103,0.7927713582281499
209,0.7883499488916503
206,0.7983898395746497
244,0.7969693013881499
336,0.8078252275654502
331,0.7978190400821997
0,0.7793442868655001
261,0.7959311925382998
504,0.7876290152992496
407,0.7922302072724001
440,0.79302569849335
230,0.8004596161163
430,0.7903426148264999
A,0.8025494963528503
357,0.8003383960552506
202,0.80068544448885
345,0.8010641429011998
232,0.7945786081226001
127,0.7980367544383999
20,0.8094741384851503
387,0.7966524591719997
67,0.7996190151029003
502,0.7969933377225503
94,0.7948777555406498
74,0.7888653177715496
23,0.8030672414864497
156,0.7973985610727502
394,0.80544163783865
121,0.7999419249031001
242,0.7950074197944498
80,0.7989411265236499
11,0.8094859912988
59,0.7845047688531497
179,0.8013268100070998
427,0.7962307286059999
340,0.7979884298403503
137,0.8046170609327997
366,0.79330350344765
322,0.8069942958523996
81,0.8008349177435501
237,0.7945881310327497
69,0.78954475497315
239,0.797498376811
497,0.8156194397294498
