Instance,AS_Prediction
71,0.7375982172403287
129,0.7375585864332224
22,0.697162389967962
183,0.7589458010943361
429,0.6503731539069129
64,0.638762531650341
481,0.7448626151967046
241,0.76177730972846
281,0.7218063693632756
84,0.732640082850654
161,0.7956534353265918
103,0.6166304462647602
209,0.6408140728582484
206,0.6320420741516771
244,0.6292709219524775
336,0.6385828228403717
331,0.6376065171576866
0,0.6397144311510461
261,0.6302903172074055
504,0.6310994745853368
407,0.613826445019034
440,0.6243478339452292
230,0.6261137737764226
430,0.6138126742385367
A,0.6107156844726351
357,0.6332391023393342
202,0.6359258779038739
345,0.6382900339357624
232,0.621899649691273
127,0.634053768618952
20,0.6461601815286361
387,0.6260023832798722
67,0.6449897256464577
502,0.632146626138837
94,0.6353421882348432
74,0.6338559424388004
23,0.621074987939219
156,0.6341714240585425
394,0.6176254279661086
121,0.628127383136005
242,0.6366261596895986
80,0.6194830245337156
11,0.6283073632921528
59,0.6439409836408023
179,0.6427918870850113
427,0.6393718371904681
340,0.6227524945053766
137,0.6221938604724132
366,0.6330966599357185
322,0.6275688290073961
81,0.6237663636551111
237,0.6190251251364871
69,0.6296168255385884
239,0.6368703608061178
497,0.6517556604296185
496,0.6261251918966412
92,0.6222168638437868
168,0.6277925601426952
14,0.6108813754715819
367,0.6252887029971604
247,0.6333526052502265
