Instance,VBS_Prediction
71,0.8618036046109885
129,0.8114796084647911
22,0.8548119104065186
183,0.8149034114176429
429,0.8392053162629023
64,0.8554105181192831
481,0.8598638553306296
241,0.8516526825009211
281,0.8659058531041163
84,0.8641386493852399
161,0.8566582933695792
103,0.851338226064947
209,0.8496230454730618
206,0.8583423894329656
244,0.8522741967968528
336,0.8550413779075456
331,0.852313224787598
0,0.8519257208436768
261,0.8615937045362314
504,0.8444950191211036
407,0.8439299650161142
440,0.8558869986811282
230,0.8406770964391654
430,0.852060363615695
A,0.8493263072825014
357,0.8509531668066102
202,0.854783948192385
345,0.8636439454937043
232,0.850077669791262
127,0.8479993770803936
20,0.8587835069609655
387,0.864016341542769
67,0.8431824130267855
502,0.8500644562176464
94,0.8540590610227025
74,0.8566408588963366
23,0.8494516272341803
156,0.8495135298118909
394,0.843541817658232
121,0.8526157366654388
242,0.8637875519518213
80,0.8610722219795157
11,0.8668913968076117
59,0.855457374295218
179,0.8599595327268915
427,0.8456720013167736
340,0.8473666086342365
137,0.867025894927076
366,0.8600027607768916
322,0.8604918625908211
81,0.8584177522176408
237,0.8509840770534312
69,0.8585642871987433
239,0.8583953192217604
497,0.8647091129221507
496,0.850369865125477
