Instance,VBS_Prediction
71,0.7168624547197372
129,0.7361932410945404
22,0.6889109857184517
183,0.7531446072638142
429,0.6399917689578052
64,0.6374016900363603
481,0.7437161904104965
241,0.7692719638160725
281,0.7213904027197122
84,0.7421968129565708
161,0.787602597849101
103,0.6214489597220642
209,0.6198303013196906
206,0.6299003150301901
244,0.6339791277225211
336,0.6179554871202684
331,0.6447528171151322
0,0.6176995392832049
261,0.6233058364606059
504,0.6312505813937618
407,0.6090132778497028
440,0.6292204554102723
230,0.617505589926757
430,0.6428675666250233
A,0.6295895975929847
357,0.6378037899393452
202,0.6328333590776932
345,0.6454034098061766
232,0.6093801090123825
127,0.6196531527045065
20,0.6299613854547617
387,0.6289729929620453
67,0.6463241980708108
502,0.6376874890625553
94,0.6171993672634543
74,0.6410714550451305
23,0.6328085451878125
156,0.6184718850443991
394,0.6219950611957507
121,0.6334068770484471
242,0.6317479476681138
80,0.6224441413657055
11,0.6223189967594583
59,0.608451137248012
179,0.6366154367304756
427,0.6081671511177589
340,0.6245206458267564
137,0.6389880167625178
366,0.6249492897700588
322,0.627922825562693
81,0.6345201871136993
237,0.6230522588358139
69,0.627089634626953
239,0.6471059355698036
497,0.6251672129893984
496,0.6310789931450987
92,0.6252631672769965
168,0.6338933494545702
14,0.6373663876006542
367,0.6226495273606028
247,0.6322948338804238
