Instance,VBS_Prediction
71,0.7273809688811564
129,0.7361583220225394
22,0.6944109365685422
183,0.7564945823501048
429,0.6399658522057772
64,0.6403171507192702
481,0.7432282438356339
241,0.7605036550100384
281,0.7258434969850011
84,0.7580850960524914
161,0.7867929260881273
103,0.6378709444144769
209,0.640013742941256
206,0.6422494577375437
244,0.623098224438156
336,0.6134269584870821
331,0.6307410279073998
0,0.6168453278731606
261,0.6279548504512235
504,0.6270817221372053
407,0.6236280284277887
440,0.6254409392408045
230,0.6364379710997674
430,0.6248386499374499
A,0.6177357135065396
357,0.6214576691300416
202,0.6271933485244511
345,0.6387733998438991
232,0.6308820909409193
127,0.6223336338956653
20,0.6281967765392499
387,0.6401234739533197
67,0.6340465465489232
502,0.6418590012446359
94,0.6341377913874586
74,0.6256138057548122
23,0.6179093413549467
156,0.6251980413241811
394,0.6306628021460036
121,0.6293328435116127
242,0.6252546240830413
80,0.6254544724433159
11,0.6425702838036038
59,0.6328416665900835
179,0.6397972034321139
427,0.6343495787670843
340,0.61098751435675
137,0.6515107863821237
366,0.6276559490166814
322,0.6250525911457672
81,0.6356890727617835
237,0.6258672702263914
69,0.627394127034009
239,0.6145740609502607
497,0.6426560738907583
496,0.6362901510919735
92,0.6230131789462143
168,0.6164771176473741
14,0.6208391416327838
367,0.6174222793028298
247,0.6098961201942319
