Instance,AS_Prediction
71,0.7996245700140004
129,0.7286426750272003
22,0.7043692121523997
183,0.881395636282726
429,0.8062173572350996
64,0.7853109884669504
481,0.8016000621153999
241,0.7966501272977502
281,0.8009827357889001
84,0.7861527087999999
161,0.7947909098924498
103,0.7879089508817502
209,0.80281044687125
206,0.7919396586557498
244,0.7915755299286501
336,0.8073640366319501
331,0.7874032285576
0,0.7942916362762499
261,0.7927694548614997
504,0.7889903380368999
407,0.7976494288837002
440,0.8074664464076503
230,0.8053457929655998
430,0.8018136421360998
A,0.7952664850189501
357,0.7956031270779002
202,0.80460815340885
345,0.8050384368382504
232,0.7890136337842495
127,0.7937437939875005
20,0.8047161260519996
387,0.8010064546848501
67,0.8108535511431001
502,0.7959653530839499
94,0.7972442884813501
74,0.7949659663704003
23,0.8015614195733497
156,0.7968515090802002
394,0.8035077698970002
121,0.7981671273910506
242,0.7953572666808998
80,0.79136262911435
11,0.7924147049569001
59,0.7876717296769502
179,0.7954095520150501
427,0.7992480685337501
340,0.7924543755832998
137,0.7957675854230497
366,0.7944958808389999
322,0.7935548641928003
81,0.8013929031787503
237,0.7922852613250001
69,0.78236592742685
239,0.8009582205905497
497,0.8056980303982003
