Instance,VBS_Prediction
71,0.7348390194029913
129,0.7212778400560286
22,0.6827824422524367
183,0.7572779804068688
429,0.6554769541418675
64,0.6352161942818498
481,0.7306093083732441
241,0.7688209308076324
281,0.7393540094017855
84,0.7513935312445911
161,0.8021221636826488
103,0.6391651706249776
209,0.631507850726205
206,0.6317094392821666
244,0.631888711408281
336,0.6192971127049054
331,0.6469643494048496
0,0.6212519851932291
261,0.6248127133061168
504,0.6185931932287605
407,0.6135834472338981
440,0.6291119500020029
230,0.6229585178663377
430,0.6361906369131984
A,0.6261999020867683
357,0.6362398026903701
202,0.6168186399846092
345,0.6444805366041162
232,0.6332482988731182
127,0.6335847743110576
20,0.6343454923697673
387,0.6184201839345713
67,0.6389999714349708
502,0.6138872947191267
94,0.6294722252716438
74,0.6471508457469125
23,0.6292562171978081
156,0.6195925601779088
394,0.6363380734313447
121,0.629794207660171
242,0.6322712841680896
80,0.6176854208091409
11,0.6222339270840247
59,0.6266227261352937
179,0.6349942723139907
427,0.6508387810231538
340,0.6316107065529174
137,0.6273058841692891
366,0.6269873779943412
322,0.6257249357112401
81,0.6426823901691133
237,0.6098110229962769
69,0.6258103384699778
239,0.616726361766004
497,0.6397264809687742
496,0.6151613367563824
92,0.6336100468898367
168,0.6297906164338907
14,0.6396610254538381
367,0.6151554505521706
247,0.6384750794078262
