Instance,VBS_Prediction
71,0.8200329254055001
129,0.7312810907525994
22,0.6989919460715989
183,0.8555901093759997
429,0.7993547869285501
64,0.7880309202793997
481,0.8008895537838998
241,0.79869281188025
281,0.8036573461068999
84,0.7965454447069499
161,0.7878049498094
103,0.7899563144597002
209,0.79777073267405
206,0.7957437329857
244,0.7982649309763503
336,0.7918001608681996
331,0.7944637208943998
0,0.7869652949888001
261,0.7908396926807003
504,0.7918894299298498
407,0.7952057053099003
440,0.8009542283245998
230,0.7988628269696996
430,0.80041120773125
A,0.7941918443428999
357,0.8039243519819002
202,0.8032054131491002
345,0.7908536122294002
232,0.7869633199870998
127,0.8014720325592997
20,0.80049477383425
387,0.7925265789233502
67,0.7940100172369502
502,0.7878579615704
94,0.7926985004506499
74,0.8112562389196498
23,0.7983655507830495
156,0.7911344443362001
394,0.8007869329586996
121,0.7996092346803998
242,0.8014450299697503
80,0.7986433655019002
11,0.7996417597944498
59,0.7961942914219499
179,0.7976334896057499
427,0.8021621616040997
340,0.7932224534244001
137,0.8003401735786497
366,0.7808567259568
322,0.78912446431455
81,0.8034739568463999
237,0.7961663479648997
69,0.8008921347053999
239,0.7911179259984
497,0.8064639567029497
