Instance,VBS_Prediction
71,0.7228638160240926
129,0.7334087478918921
22,0.6949522534114712
183,0.7551213860607323
429,0.6372740802372522
64,0.6400334056867895
481,0.7373685469785185
241,0.774492723714337
281,0.7204666159686397
84,0.7559879715624388
161,0.7957242950080876
103,0.6391038405131408
209,0.6307951711239681
206,0.619004280732156
244,0.6413937180980135
336,0.6380005003122488
331,0.6486354127300099
0,0.6304812690297872
261,0.6418601156684631
504,0.6383618668219738
407,0.6261971145058901
440,0.6225615983186213
230,0.622695109644085
430,0.6500923589172853
A,0.6365795959690616
357,0.6295735839428998
202,0.6136554286578968
345,0.6119581150767629
232,0.6368334014445945
127,0.6597620712904204
20,0.6292504474512209
387,0.6268324213791818
67,0.633903302648687
502,0.6366154316664556
94,0.6322406514718056
74,0.6264807932165006
23,0.618254391985566
156,0.6417146166554037
394,0.6426890800290388
121,0.6077582995576325
242,0.630024238473743
80,0.6300841584877044
11,0.6264299155236882
59,0.6435025545741518
179,0.6316401168869674
427,0.6188708479274844
340,0.6218514637533087
137,0.626186255663065
366,0.608976775367206
322,0.6209391328221673
81,0.6253167625251295
237,0.6065743977285204
69,0.6392811401464542
239,0.6419204383220197
497,0.6396264628908388
496,0.6360446287841447
92,0.645222915854783
168,0.643290514782825
14,0.6348106009693619
367,0.6148375957995874
247,0.6350191079422695
