Instance,AS_Prediction
71,0.7306847261733683
129,0.7406015282659615
22,0.6867693580057684
183,0.7581180309377826
429,0.6518040343215133
64,0.6556458842737315
481,0.7401558752182386
241,0.7780720287086739
281,0.7162408481248006
84,0.7370639035737675
161,0.7933879122390999
103,0.6329748573187399
209,0.6578133814198053
206,0.6451793864411016
244,0.6274581519198431
336,0.6293871759479494
331,0.627400422270525
0,0.6280228571857362
261,0.6316117736188422
504,0.6107944769168132
407,0.6308107655818661
440,0.6488467524833118
230,0.6235192221373068
430,0.6306197399493191
A,0.6187214724063906
357,0.6328255335436179
202,0.6241581906946836
345,0.6334468493614615
232,0.6146114309570627
127,0.6243849035124577
20,0.6300285537210027
387,0.6424741355693299
67,0.6496116707634297
502,0.6357872047512049
94,0.6417789716417208
74,0.6409813620902847
23,0.6224264600704386
156,0.6229776293252403
394,0.6432322291209323
121,0.6314993620981023
242,0.6233611885306963
80,0.6255712960268638
11,0.6235240577410394
59,0.6268970168247243
179,0.6227511952938998
427,0.6461645693313717
340,0.6187712745285645
137,0.6399702024672539
366,0.6263576231296841
322,0.6279957283599251
81,0.6293339044562971
237,0.6234854023805546
69,0.6393796530617404
239,0.6295563175926602
497,0.6317912059528046
496,0.6196426399431219
92,0.6179628993538323
168,0.6408648367057181
14,0.6325403171518126
367,0.61730369384349
247,0.6331654167249389
