Instance,VBS_Prediction
71,0.7275115497202197
129,0.7363238219336031
22,0.6824376739024203
183,0.7531205401265985
429,0.6550920388739522
64,0.6326774502110226
481,0.742055093519189
241,0.7659695127355546
281,0.7244724823791061
84,0.741683427047734
161,0.7942132653126616
103,0.6264536084956047
209,0.6284001387063453
206,0.6289815904960165
244,0.6248235785162144
336,0.6367155866942249
331,0.6284078264750819
0,0.6281841023700852
261,0.6460512453429403
504,0.6288824710970979
407,0.6273647750450894
440,0.6290445605677392
230,0.6383039277602197
430,0.6420208636091018
A,0.622525329704164
357,0.6243104363290964
202,0.6059481197562012
345,0.6351338503085517
232,0.6317223647341015
127,0.6153388355249598
20,0.6259378354749261
387,0.6274120590342347
67,0.6315603554703952
502,0.6264769001372695
94,0.6285859703979465
74,0.6453541452578193
23,0.6210135578587803
156,0.6293122629030534
394,0.6437486095196263
121,0.6196259714169549
242,0.6189577438348294
80,0.6264613403174036
11,0.6181542525756113
59,0.6199179110002735
179,0.6345118115871601
427,0.6244459707026404
340,0.6392612086601671
137,0.6248774414630104
366,0.6137282243341313
322,0.6299884976403402
81,0.6258979742892435
237,0.6173951255376039
69,0.6163212630471614
239,0.6187083523576811
497,0.6314658576013903
496,0.6318016508902814
92,0.6104413057512184
168,0.621717802896508
14,0.6236469482383459
367,0.6211913234946796
247,0.6206058445865604
