Instance,VBS_Prediction
71,0.7896160480079999
129,0.7285028288087995
22,0.6978271880569987
183,0.8516431610659998
429,0.8072197484151998
64,0.7945717464268496
481,0.78238838767775
241,0.7871737473871496
281,0.8115111153989
84,0.7975542492955501
161,0.8083544849559
103,0.7913961172930002
209,0.8027310738047996
206,0.7968401006048998
244,0.8015905708084499
336,0.7923768525126499
331,0.7964132820779003
0,0.7945051545551999
261,0.7957308863060999
504,0.7880151924648499
407,0.7864785145279
440,0.8067419145804001
230,0.7904171500926005
430,0.7964061279676499
A,0.7965691714460003
357,0.7964211853252504
202,0.7917602844860002
345,0.7937995613113997
232,0.7957903401044994
127,0.7937476054233501
20,0.7965236388336002
387,0.7996690045525001
67,0.7988251768299499
502,0.7948715232126
94,0.7962540565440999
74,0.8011140188524
23,0.7942067186942005
156,0.8098303525432502
394,0.8106890803095994
121,0.7920862400586999
242,0.7976362164403998
80,0.788579092726
11,0.7988530763392002
59,0.7864433352322004
179,0.8056854567912002
427,0.8005878582439003
340,0.8009706169255999
137,0.7905092287345498
366,0.8084127760078499
322,0.7928084623087497
81,0.8010845531946004
237,0.7981441264930502
69,0.7892409730052
239,0.7994821319056996
497,0.8048812337010501
