Instance,VBS_Prediction
71,0.7985744962989999
129,0.7370141409609995
22,0.7050445699507988
183,0.8571688886999995
429,0.7971275368643503
64,0.7931610757367001
481,0.7995367392032
241,0.8002697882959496
281,0.7991195486581998
84,0.7883103360806998
161,0.7986406856364002
103,0.7979276565483999
209,0.7848023262972997
206,0.7929063298639999
244,0.7962828227347499
336,0.7976327908681498
331,0.7853756000093998
0,0.7887100808225501
261,0.7958513734381009
504,0.7836814364176503
407,0.8001629676016999
440,0.7993448110970501
230,0.7966624677093002
430,0.7939285038329001
A,0.8033409060696496
357,0.7885561945553
202,0.8040153292200997
345,0.7995387118306505
232,0.7939030429705001
127,0.7953677787152003
20,0.7941301331380493
387,0.7974979370884001
67,0.80374304518015
502,0.7948962896768996
94,0.79658322557725
74,0.7972501892807
23,0.8082210592731002
156,0.8006222854250999
394,0.7996814974134995
121,0.7958199819891503
242,0.7958738030977999
80,0.7809689744050501
11,0.7957319015181499
59,0.8045293257918
179,0.7991155272127497
427,0.8048027876314996
340,0.78470362614155
137,0.7977114522432498
366,0.7995871965438502
322,0.7943974724466001
81,0.7997639570164
237,0.8040727554362002
69,0.7862209390434503
239,0.7901821007888503
497,0.7997512974388503
