Instance,AS_Prediction
71,0.7341509552140559
129,0.7382959127508653
22,0.7020480886564195
183,0.7550629073319807
429,0.6519466954891949
64,0.6495870937443746
481,0.7317713091959687
241,0.7662557731300257
281,0.7227537337645393
84,0.7433440981107641
161,0.796273608031819
103,0.6333980361222151
209,0.6375909281824873
206,0.6183989976441114
244,0.6375941293773109
336,0.6295150766252976
331,0.6483361687103837
0,0.6370750541836803
261,0.6339426219063178
504,0.6332064238804864
407,0.6390070168727172
440,0.625506591679262
230,0.640399860309769
430,0.6157263831627983
A,0.641486340038331
357,0.6206007459898207
202,0.6365732228998955
345,0.6238121185568177
232,0.6449669741457008
127,0.6313166396350843
20,0.6434129156211665
387,0.6176190849065726
67,0.6234181905817082
502,0.6184133990217702
94,0.6323043419072933
74,0.6406071797858373
23,0.6341306491917297
156,0.6338156852760936
394,0.6334564149178415
121,0.6325612411422835
242,0.6352463362254163
80,0.6208703068908491
11,0.6281059399461058
59,0.6427251804556662
179,0.6406735840056299
427,0.6593714209420415
340,0.6335602553214531
137,0.6488045089863593
366,0.6364007349543602
322,0.6306553088065611
81,0.6349536011648247
237,0.6298077425818714
69,0.6272887720327619
239,0.6408054918385696
497,0.6289277998616568
496,0.6376059753087465
92,0.6332387771967807
168,0.6307637015845506
14,0.6361412053215998
367,0.6184597417012295
247,0.623967857840159
