Instance,AS_Prediction
71,0.7308872029264488
129,0.7468800774779689
22,0.6847880441385099
183,0.7576011818910061
429,0.6458690758744075
64,0.6374620982293348
481,0.7403959956610955
241,0.7744781124075532
281,0.7205691234921666
84,0.763912985045349
161,0.8006319662886271
103,0.6366907860031139
209,0.6496788007847465
206,0.636978366036836
244,0.6191727577504755
336,0.6374317247059659
331,0.622354265853859
0,0.645528447255992
261,0.6345987462079262
504,0.628816360787982
407,0.6234646102513534
440,0.6374363848264348
230,0.6301688411143728
430,0.6339050798548134
A,0.623368870980713
357,0.626890949466901
202,0.6422152505855244
345,0.6386487851149709
232,0.6474661325853366
127,0.6304808364125541
20,0.6138181208065066
387,0.6224179794958091
67,0.6204197959299708
502,0.6271971531920331
94,0.6379669857746303
74,0.6447677945111338
23,0.6266566541859201
156,0.6176230727512526
394,0.6518576694256899
121,0.6166397442744151
242,0.633006245217713
80,0.639778188690643
11,0.6247462294120313
59,0.6289826817900074
179,0.6368774481293935
427,0.6410705243541805
340,0.6390279281094633
137,0.6255175667865529
366,0.6378132252017243
322,0.6307000140170571
81,0.6316709174344148
237,0.6285106927114401
69,0.6490334390857384
239,0.6352104794946642
497,0.6026474792560322
496,0.6197161019523919
92,0.6290176959405525
168,0.6229739766578918
14,0.6301368494017766
367,0.6210159828086822
247,0.6250570863507275
