Instance,AS_Prediction
71,0.8661224038974749
129,0.843842230805837
22,0.8566899445932501
183,0.8144467496352263
429,0.840318870695556
64,0.8538441725284958
481,0.8471302396387922
241,0.8504895151220628
281,0.8354958571460075
84,0.8534474846989423
161,0.8534041054795439
103,0.8535098752057337
209,0.8448243106231109
206,0.8471249341246321
244,0.8551011817995267
336,0.8610391545090327
331,0.8610410177712321
0,0.8494710087101939
261,0.8467358062341235
504,0.8608363625445858
407,0.8426518668390305
440,0.855332882441302
230,0.8506725491325038
430,0.8452054241110389
A,0.842369672003262
357,0.8492310205502556
202,0.8489961453624012
345,0.846759552609359
232,0.8564811604671515
127,0.8575784692342195
20,0.8475732989619922
387,0.8531217597994248
67,0.8464439454152789
502,0.8480308103417005
94,0.8573647880515688
74,0.847999823939028
23,0.8347028930710255
156,0.8490294828689967
394,0.8312692564637173
121,0.8512344524449631
242,0.8488089273413876
80,0.8598578509517371
11,0.8638696292612152
59,0.8568589765570094
179,0.852533741388435
427,0.8586188972819191
340,0.8531638820546595
137,0.8444404319714316
366,0.8549478748112256
322,0.8501457659734862
81,0.8490172227654464
237,0.8625973680095427
69,0.8650280401359379
239,0.8691626619258116
497,0.8384931465794676
496,0.8411457693408114
