Instance,AS_Prediction
71,0.8060680783070007
129,0.7287402837988004
22,0.7039649043936999
183,0.878895397863635
429,0.7948497522598
64,0.7934466138195
481,0.7905977797060001
241,0.7893613851256001
281,0.7979310779748501
84,0.8057450300901999
161,0.787411293223
103,0.7974168789758501
209,0.8086207438928499
206,0.7980870751983004
244,0.7938408812831003
336,0.79937995741495
331,0.7964623856341501
0,0.7877289975003499
261,0.7979714801661497
504,0.7899539474551499
407,0.7929212288289499
440,0.7997022628074998
230,0.7948241832200001
430,0.7978443542719498
A,0.7856617928251503
357,0.7935764968316996
202,0.8043795309009499
345,0.7962251832614498
232,0.7814934861880498
127,0.7989355811437001
20,0.8000961764191499
387,0.8012852763408502
67,0.7970308722445502
502,0.7963942683585996
94,0.8013457782601502
74,0.7963641032168498
23,0.8051006691040995
156,0.8112151768010999
394,0.8064953199456499
121,0.7868919596703
242,0.7948232288717502
80,0.7963232351337999
11,0.7931241846013998
59,0.8046594071553501
179,0.80779356239565
427,0.8104019792006503
340,0.7928289298312501
137,0.8014338476295002
366,0.7883108328116503
322,0.7984904467348499
81,0.7985051078517001
237,0.7850402504604497
69,0.7949292282884498
239,0.8084086003326502
497,0.8058292023780008
